PostOffice,Postcode,State
Sekinchan,45400,Selangor
Tanjong Karang,45500,Selangor
Bestari Jaya,45600,Selangor
Bestari Jaya,45607,Selangor
Bestari Jaya,45609,Selangor
Bestari Jaya,45620,Selangor
Bukit Rotan,45700,Selangor
Jeram,45800,Selangor
Petaling Jaya,46000,Selangor
Petaling Jaya,46050,Selangor
Petaling Jaya,46100,Selangor
Petaling Jaya,46150,Selangor
Petaling Jaya,46200,Selangor
Petaling Jaya,46300,Selangor
Petaling Jaya,46350,Selangor
Petaling Jaya,46400,Selangor
Petaling Jaya,46506,Selangor
Petaling Jaya,46547,Selangor
Petaling Jaya,46549,Selangor
Petaling Jaya,46551,Selangor
Petaling Jaya,46564,Selangor
Petaling Jaya,46582,Selangor
Petaling Jaya,46598,Selangor
Petaling Jaya,46662,Selangor
Petaling Jaya,46667,Selangor
Petaling Jaya,46668,Selangor
Petaling Jaya,46672,Selangor
Petaling Jaya,46675,Selangor
Petaling Jaya,46700,Selangor
Petaling Jaya,46710,Selangor
Petaling Jaya,46720,Selangor
Petaling Jaya,46730,Selangor
Petaling Jaya,46740,Selangor
Petaling Jaya,46750,Selangor
Petaling Jaya,46760,Selangor
Petaling Jaya,46770,Selangor
Petaling Jaya,46781,Selangor
Petaling Jaya,46780,Selangor
Petaling Jaya,46782,Selangor
Petaling Jaya,46783,Selangor
Petaling Jaya,46786,Selangor
Petaling Jaya,46785,Selangor
Petaling Jaya,46784,Selangor
Petaling Jaya,46787,Selangor
Petaling Jaya,46788,Selangor
Petaling Jaya,46789,Selangor
Petaling Jaya,46791,Selangor
Petaling Jaya,46790,Selangor
Petaling Jaya,46794,Selangor
Petaling Jaya,46793,Selangor
Petaling Jaya,46795,Selangor
Petaling Jaya,46792,Selangor
Petaling Jaya,46796,Selangor
Petaling Jaya,46798,Selangor
Petaling Jaya,46797,Selangor
Petaling Jaya,46800,Selangor
Petaling Jaya,46799,Selangor
Petaling Jaya,46802,Selangor
Petaling Jaya,46801,Selangor
Petaling Jaya,46803,Selangor
Petaling Jaya,46804,Selangor
Petaling Jaya,46805,Selangor
Petaling Jaya,46806,Selangor
Petaling Jaya,46860,Selangor
Petaling Jaya,46870,Selangor
Petaling Jaya,46962,Selangor
Petaling Jaya,46960,Selangor
Petaling Jaya,46966,Selangor
Petaling Jaya,46964,Selangor
Petaling Jaya,46972,Selangor
Petaling Jaya,46976,Selangor
Petaling Jaya,46968,Selangor
Petaling Jaya,46974,Selangor
Petaling Jaya,46978,Selangor
Petaling Jaya,46970,Selangor
Sungai Buloh,47000,Selangor
Puchong,47100,Selangor
Puchong,47110,Selangor
Puchong,47120,Selangor
Puchong,47120,Selangor 
Puchong,47130,Selangor
Puchong,47140,Selangor
Puchong,47160,Selangor
Puchong,47150,Selangor
Puchong,47170,Selangor
Puchong,47180,Selangor
Puchong,47190,Selangor
Subang Jaya,47200,Selangor
Petaling Jaya,47300,Selangor
Petaling Jaya,47301,Selangor
Petaling Jaya,47307,Selangor
Petaling Jaya,47308,Selangor
Petaling Jaya,47400,Selangor
Petaling Jaya,47410,Selangor
Subang Jaya,47500,Selangor
Subang Jaya,47507,Selangor
Subang Jaya,47600,Selangor
Subang Jaya,47610,Selangor
Subang Jaya,47620,Selangor
Subang Jaya,47630,Selangor
Subang Jaya,47640,Selangor
Subang Jaya,47650,Selangor
Petaling Jaya,47800,Selangor
Petaling Jaya,47810,Selangor
Petaling Jaya,47820,Selangor
Petaling Jaya,47830,Selangor
Rawang,48010,Selangor
Rawang,48020,Selangor
Rawang,48000,Selangor
Rawang,48050,Selangor
Kuang,48050,Selangor
Batu Arang,48100,Selangor
Serendah,48200,Selangor
Rawang,48300,Selangor
Bukit Fraser,49000,Pahang
Kuala Lumpur,50000,WP Kuala Lumpur
Kuala Lumpur,50050,WP Kuala Lumpur
Kuala Lumpur,50088,WP Kuala Lumpur
Kuala Lumpur,50100,WP Kuala Lumpur
Kuala Lumpur,50150,WP Kuala Lumpur
Kuala Lumpur,50200,WP Kuala Lumpur
Kuala Lumpur,50250,WP Kuala Lumpur
Kuala Lumpur,50300,WP Kuala Lumpur
Kuala Lumpur,50350,WP Kuala Lumpur
Kuala Lumpur,50400,WP Kuala Lumpur
Kuala Lumpur,50450,WP Kuala Lumpur
Kuala Lumpur,50460,WP Kuala Lumpur
Kuala Lumpur,50470,WP Kuala Lumpur
Kuala Lumpur,50480,WP Kuala Lumpur
Kuala Lumpur,50490,WP Kuala Lumpur
Kuala Lumpur,50500,WP Kuala Lumpur
Kuala Lumpur,50502,WP Kuala Lumpur
Kuala Lumpur,50504,WP Kuala Lumpur
Kuala Lumpur,50505,WP Kuala Lumpur
Kuala Lumpur,50507,WP Kuala Lumpur
Kuala Lumpur,50508,WP Kuala Lumpur
Kuala Lumpur,50506,WP Kuala Lumpur
Kuala Lumpur,50512,WP Kuala Lumpur
Kuala Lumpur,50515,WP Kuala Lumpur
Kuala Lumpur,50514,WP Kuala Lumpur
Kuala Lumpur,50519,WP Kuala Lumpur
Kuala Lumpur,50529,WP Kuala Lumpur
Kuala Lumpur,50532,WP Kuala Lumpur
Kuala Lumpur,50530,WP Kuala Lumpur
Kuala Lumpur,50528,WP Kuala Lumpur
Kuala Lumpur,50534,WP Kuala Lumpur
Kuala Lumpur,50536,WP Kuala Lumpur
Kuala Lumpur,50540,WP Kuala Lumpur
Kuala Lumpur,50544,WP Kuala Lumpur
Kuala Lumpur,50551,WP Kuala Lumpur
Kuala Lumpur,50554,WP Kuala Lumpur
Kuala Lumpur,50548,WP Kuala Lumpur
Kuala Lumpur,50550,WP Kuala Lumpur
Kuala Lumpur,50546,WP Kuala Lumpur
Kuala Lumpur,50552,WP Kuala Lumpur
Kuala Lumpur,50556,WP Kuala Lumpur
Kuala Lumpur,50562,WP Kuala Lumpur
Kuala Lumpur,50564,WP Kuala Lumpur
Kuala Lumpur,50560,WP Kuala Lumpur
Kuala Lumpur,50568,WP Kuala Lumpur
Kuala Lumpur,50566,WP Kuala Lumpur
Kuala Lumpur,50576,WP Kuala Lumpur
Kuala Lumpur,50572,WP Kuala Lumpur
Kuala Lumpur,50580,WP Kuala Lumpur
Kuala Lumpur,50586,WP Kuala Lumpur
Kuala Lumpur,50578,WP Kuala Lumpur
Kuala Lumpur,50582,WP Kuala Lumpur
Kuala Lumpur,50588,WP Kuala Lumpur
Kuala Lumpur,50592,WP Kuala Lumpur
Kuala Lumpur,50590,WP Kuala Lumpur
Kuala Lumpur,50596,WP Kuala Lumpur
Kuala Lumpur,50600,WP Kuala Lumpur
Kuala Lumpur,50599,WP Kuala Lumpur
Kuala Lumpur,50603,WP Kuala Lumpur
Kuala Lumpur,50598,WP Kuala Lumpur
Kuala Lumpur,50604,WP Kuala Lumpur
Kuala Lumpur,50594,WP Kuala Lumpur
Kuala Lumpur,50608,WP Kuala Lumpur
Kuala Lumpur,50609,WP Kuala Lumpur
Kuala Lumpur,50605,WP Kuala Lumpur
Kuala Lumpur,50610,WP Kuala Lumpur
Kuala Lumpur,50614,WP Kuala Lumpur
Kuala Lumpur,50612,WP Kuala Lumpur
Kuala Lumpur,50620,WP Kuala Lumpur
Kuala Lumpur,50623,WP Kuala Lumpur
Kuala Lumpur,50621,WP Kuala Lumpur
Kuala Lumpur,50626,WP Kuala Lumpur
Kuala Lumpur,50622,WP Kuala Lumpur
Kuala Lumpur,50636,WP Kuala Lumpur
Kuala Lumpur,50634,WP Kuala Lumpur
Kuala Lumpur,50640,WP Kuala Lumpur
Kuala Lumpur,50632,WP Kuala Lumpur
Kuala Lumpur,50638,WP Kuala Lumpur
Kuala Lumpur,50642,WP Kuala Lumpur
Kuala Lumpur,50644,WP Kuala Lumpur
Kuala Lumpur,50646,WP Kuala Lumpur
Kuala Lumpur,50648,WP Kuala Lumpur
Kuala Lumpur,50653,WP Kuala Lumpur
Kuala Lumpur,50650,WP Kuala Lumpur
Kuala Lumpur,50652,WP Kuala Lumpur
Kuala Lumpur,50656,WP Kuala Lumpur
Kuala Lumpur,50660,WP Kuala Lumpur
Kuala Lumpur,50661,WP Kuala Lumpur
Kuala Lumpur,50658,WP Kuala Lumpur
Kuala Lumpur,50662,WP Kuala Lumpur
Kuala Lumpur,50666,WP Kuala Lumpur
Kuala Lumpur,50668,WP Kuala Lumpur
Kuala Lumpur,50672,WP Kuala Lumpur
Kuala Lumpur,50670,WP Kuala Lumpur
Kuala Lumpur,50664,WP Kuala Lumpur
Kuala Lumpur,50673,WP Kuala Lumpur
Kuala Lumpur,50676,WP Kuala Lumpur
Kuala Lumpur,50677,WP Kuala Lumpur
Kuala Lumpur,50680,WP Kuala Lumpur
Kuala Lumpur,50678,WP Kuala Lumpur
Kuala Lumpur,50684,WP Kuala Lumpur
Kuala Lumpur,50682,WP Kuala Lumpur
Kuala Lumpur,50688,WP Kuala Lumpur
Kuala Lumpur,50694,WP Kuala Lumpur
Kuala Lumpur,50702,WP Kuala Lumpur
Kuala Lumpur,50704,WP Kuala Lumpur
Kuala Lumpur,50700,WP Kuala Lumpur
Kuala Lumpur,50706,WP Kuala Lumpur
Kuala Lumpur,50710,WP Kuala Lumpur
Kuala Lumpur,50708,WP Kuala Lumpur
Kuala Lumpur,50712,WP Kuala Lumpur
Kuala Lumpur,50720,WP Kuala Lumpur
Kuala Lumpur,50714,WP Kuala Lumpur
Kuala Lumpur,50716,WP Kuala Lumpur
Kuala Lumpur,50718,WP Kuala Lumpur
Kuala Lumpur,50722,WP Kuala Lumpur
Kuala Lumpur,50734,WP Kuala Lumpur
Kuala Lumpur,50724,WP Kuala Lumpur
Kuala Lumpur,50732,WP Kuala Lumpur
Kuala Lumpur,50726,WP Kuala Lumpur
Kuala Lumpur,50728,WP Kuala Lumpur
Kuala Lumpur,50730,WP Kuala Lumpur
Kuala Lumpur,50738,WP Kuala Lumpur
Kuala Lumpur,50736,WP Kuala Lumpur
Kuala Lumpur,50740,WP Kuala Lumpur
Kuala Lumpur,50744,WP Kuala Lumpur
Kuala Lumpur,50742,WP Kuala Lumpur
Kuala Lumpur,50746,WP Kuala Lumpur
Kuala Lumpur,50748,WP Kuala Lumpur
Kuala Lumpur,50752,WP Kuala Lumpur
Kuala Lumpur,50754,WP Kuala Lumpur
Kuala Lumpur,50750,WP Kuala Lumpur
Kuala Lumpur,50758,WP Kuala Lumpur
Kuala Lumpur,50760,WP Kuala Lumpur
Kuala Lumpur,50762,WP Kuala Lumpur
Kuala Lumpur,50766,WP Kuala Lumpur
Kuala Lumpur,50764,WP Kuala Lumpur
Kuala Lumpur,50772,WP Kuala Lumpur
Kuala Lumpur,50770,WP Kuala Lumpur
Kuala Lumpur,50768,WP Kuala Lumpur
Kuala Lumpur,50774,WP Kuala Lumpur
Kuala Lumpur,50776,WP Kuala Lumpur
Kuala Lumpur,50778,WP Kuala Lumpur
Kuala Lumpur,50786,WP Kuala Lumpur
Kuala Lumpur,50788,WP Kuala Lumpur
Kuala Lumpur,50790,WP Kuala Lumpur
Kuala Lumpur,50796,WP Kuala Lumpur
Kuala Lumpur,50792,WP Kuala Lumpur
Kuala Lumpur,50780,WP Kuala Lumpur
Kuala Lumpur,50784,WP Kuala Lumpur
Kuala Lumpur,50794,WP Kuala Lumpur
Kuala Lumpur,50782,WP Kuala Lumpur
Kuala Lumpur,50798,WP Kuala Lumpur
Kuala Lumpur,50800,WP Kuala Lumpur
Kuala Lumpur,50802,WP Kuala Lumpur
Kuala Lumpur,50804,WP Kuala Lumpur
Kuala Lumpur,50808,WP Kuala Lumpur
Kuala Lumpur,50806,WP Kuala Lumpur
Kuala Lumpur,50810,WP Kuala Lumpur
Kuala Lumpur,50812,WP Kuala Lumpur
Kuala Lumpur,50814,WP Kuala Lumpur
Kuala Lumpur,50816,WP Kuala Lumpur
Kuala Lumpur,50818,WP Kuala Lumpur
Kuala Lumpur,50903,WP Kuala Lumpur
Kuala Lumpur,50901,WP Kuala Lumpur
Kuala Lumpur,50908,WP Kuala Lumpur
Kuala Lumpur,50909,WP Kuala Lumpur
Kuala Lumpur,50914,WP Kuala Lumpur
Kuala Lumpur,50910,WP Kuala Lumpur
Kuala Lumpur,50921,WP Kuala Lumpur
Kuala Lumpur,50913,WP Kuala Lumpur
Kuala Lumpur,50912,WP Kuala Lumpur
Kuala Lumpur,50920,WP Kuala Lumpur
Kuala Lumpur,50916,WP Kuala Lumpur
Kuala Lumpur,50918,WP Kuala Lumpur
Kuala Lumpur,50902,WP Kuala Lumpur
Kuala Lumpur,50906,WP Kuala Lumpur
Kuala Lumpur,50919,WP Kuala Lumpur
Kuala Lumpur,50915,WP Kuala Lumpur
Kuala Lumpur,50911,WP Kuala Lumpur
Kuala Lumpur,50904,WP Kuala Lumpur
Kuala Lumpur,50917,WP Kuala Lumpur
Kuala Lumpur,50907,WP Kuala Lumpur
Kuala Lumpur,50923,WP Kuala Lumpur
Kuala Lumpur,50925,WP Kuala Lumpur
Kuala Lumpur,50924,WP Kuala Lumpur
Kuala Lumpur,50922,WP Kuala Lumpur
Kuala Lumpur,50926,WP Kuala Lumpur
Kuala Lumpur,50927,WP Kuala Lumpur
Kuala Lumpur,50928,WP Kuala Lumpur
Kuala Lumpur,50930,WP Kuala Lumpur
Kuala Lumpur,50929,WP Kuala Lumpur
Kuala Lumpur,50931,WP Kuala Lumpur
Kuala Lumpur,50938,WP Kuala Lumpur
Kuala Lumpur,50935,WP Kuala Lumpur
Kuala Lumpur,50941,WP Kuala Lumpur
Kuala Lumpur,50934,WP Kuala Lumpur
Kuala Lumpur,50932,WP Kuala Lumpur
Kuala Lumpur,50944,WP Kuala Lumpur
Kuala Lumpur,50942,WP Kuala Lumpur
Kuala Lumpur,50945,WP Kuala Lumpur
Kuala Lumpur,50939,WP Kuala Lumpur
Kuala Lumpur,50937,WP Kuala Lumpur
Kuala Lumpur,50950,WP Kuala Lumpur
Kuala Lumpur,50933,WP Kuala Lumpur
Kuala Lumpur,50936,WP Kuala Lumpur
Kuala Lumpur,50940,WP Kuala Lumpur
Kuala Lumpur,50943,WP Kuala Lumpur
Kuala Lumpur,50946,WP Kuala Lumpur
Kuala Lumpur,50947,WP Kuala Lumpur
Kuala Lumpur,50949,WP Kuala Lumpur
Kuala Lumpur,50948,WP Kuala Lumpur
Kuala Lumpur,50988,WP Kuala Lumpur
Kuala Lumpur,51000,WP Kuala Lumpur
Kuala Lumpur,50989,WP Kuala Lumpur
Kuala Lumpur,50990,WP Kuala Lumpur
Kuala Lumpur,51100,WP Kuala Lumpur
Kuala Lumpur,51200,WP Kuala Lumpur
Kuala Lumpur,51700,WP Kuala Lumpur
Kuala Lumpur,51990,WP Kuala Lumpur
Kuala Lumpur,52000,WP Kuala Lumpur
Kuala Lumpur,52100,WP Kuala Lumpur
Kuala Lumpur,52109,WP Kuala Lumpur
Kuala Lumpur,52200,WP Kuala Lumpur
Kuala Lumpur,53000,WP Kuala Lumpur
Kuala Lumpur,53100,WP Kuala Lumpur
Hulu Langat,53100,WP Kuala Lumpur
Kuala Lumpur,53200,WP Kuala Lumpur
Kuala Lumpur,53300,WP Kuala Lumpur
Kuala Lumpur,53700,WP Kuala Lumpur
Kuala Lumpur,53800,WP Kuala Lumpur
Kuala Lumpur,53990,WP Kuala Lumpur
Kuala Lumpur,54000,WP Kuala Lumpur
Kuala Lumpur,54100,WP Kuala Lumpur
Kuala Lumpur,54200,WP Kuala Lumpur
Kuala Lumpur,55000,WP Kuala Lumpur
Kuala Lumpur,55100,WP Kuala Lumpur
Kuala Lumpur,55188,WP Kuala Lumpur
Kuala Lumpur,55200,WP Kuala Lumpur
Kuala Lumpur,55300,WP Kuala Lumpur
Kuala Lumpur,55700,WP Kuala Lumpur
Kuala Lumpur,55710,WP Kuala Lumpur
Kuala Lumpur,55720,WP Kuala Lumpur
Kuala Lumpur,55900,WP Kuala Lumpur
Kuala Lumpur,55902,WP Kuala Lumpur
Kuala Lumpur,55904,WP Kuala Lumpur
Kuala Lumpur,55906,WP Kuala Lumpur
Kuala Lumpur,55908,WP Kuala Lumpur
Kuala Lumpur,55912,WP Kuala Lumpur
Kuala Lumpur,55910,WP Kuala Lumpur
Kuala Lumpur,55914,WP Kuala Lumpur
Kuala Lumpur,55916,WP Kuala Lumpur
Kuala Lumpur,55918,WP Kuala Lumpur
Kuala Lumpur,55920,WP Kuala Lumpur
Kuala Lumpur,55922,WP Kuala Lumpur
Kuala Lumpur,55924,WP Kuala Lumpur
Kuala Lumpur,55926,WP Kuala Lumpur
Kuala Lumpur,55928,WP Kuala Lumpur
Kuala Lumpur,55930,WP Kuala Lumpur
Kuala Lumpur,55932,WP Kuala Lumpur
Kuala Lumpur,55934,WP Kuala Lumpur
Kuala Lumpur,55990,WP Kuala Lumpur
Kuala Lumpur,56000,WP Kuala Lumpur
Kuala Lumpur,56100,WP Kuala Lumpur
Kuala Lumpur,57000,WP Kuala Lumpur
Kuala Lumpur,57100,WP Kuala Lumpur
Kuala Lumpur,57700,WP Kuala Lumpur
Kuala Lumpur,57990,WP Kuala Lumpur
Kuala Lumpur,58000,WP Kuala Lumpur
Kuala Lumpur,58100,WP Kuala Lumpur
Kuala Lumpur,58200,WP Kuala Lumpur
Kuala Lumpur,58700,WP Kuala Lumpur
Kuala Lumpur,58990,WP Kuala Lumpur
Kuala Lumpur,59000,WP Kuala Lumpur
Kuala Lumpur,59100,WP Kuala Lumpur
Kuala Lumpur,59200,WP Kuala Lumpur
Kuala Lumpur,59700,WP Kuala Lumpur
Kuala Lumpur,59800,WP Kuala Lumpur
Kuala Lumpur,59990,WP Kuala Lumpur
Kuala Lumpur,60000,WP Kuala Lumpur
Putrajaya,62000,WP Putrajaya
Putrajaya,62007,WP Putrajaya
Putrajaya,62050,WP Putrajaya
Putrajaya,62100,WP Putrajaya
Putrajaya,62150,WP Putrajaya
Putrajaya,62200,WP Putrajaya
Putrajaya,62250,WP Putrajaya
Putrajaya,62300,WP Putrajaya
Putrajaya,62504,WP Putrajaya
Putrajaya,62512,WP Putrajaya
Putrajaya,62514,WP Putrajaya
Putrajaya,62502,WP Putrajaya
Putrajaya,62505,WP Putrajaya
Putrajaya,62517,WP Putrajaya
Putrajaya,62516,WP Putrajaya
Putrajaya,62510,WP Putrajaya
Putrajaya,62506,WP Putrajaya
Putrajaya,62520,WP Putrajaya
Putrajaya,62524,WP Putrajaya
Putrajaya,62518,WP Putrajaya
Putrajaya,62526,WP Putrajaya
Putrajaya,62519,WP Putrajaya
Putrajaya,62522,WP Putrajaya
Putrajaya,62527,WP Putrajaya
Putrajaya,62532,WP Putrajaya
Putrajaya,62530,WP Putrajaya
Putrajaya,62536,WP Putrajaya
Putrajaya,62540,WP Putrajaya
Putrajaya,62546,WP Putrajaya
Putrajaya,62542,WP Putrajaya
Putrajaya,62550,WP Putrajaya
Putrajaya,62551,WP Putrajaya
Putrajaya,62570,WP Putrajaya
Putrajaya,62576,WP Putrajaya
Putrajaya,62582,WP Putrajaya
Putrajaya,62574,WP Putrajaya
Putrajaya,62584,WP Putrajaya
Putrajaya,62590,WP Putrajaya
Putrajaya,62592,WP Putrajaya
Putrajaya,62596,WP Putrajaya
Putrajaya,62605,WP Putrajaya
Putrajaya,62604,WP Putrajaya
Putrajaya,62602,WP Putrajaya
Putrajaya,62606,WP Putrajaya
Putrajaya,62616,WP Putrajaya
Putrajaya,62618,WP Putrajaya
Putrajaya,62620,WP Putrajaya
Putrajaya,62624,WP Putrajaya
Putrajaya,62628,WP Putrajaya
Putrajaya,62623,WP Putrajaya
Putrajaya,62630,WP Putrajaya
Putrajaya,62632,WP Putrajaya
Putrajaya,62652,WP Putrajaya
Putrajaya,62654,WP Putrajaya
Putrajaya,62648,WP Putrajaya
Putrajaya,62662,WP Putrajaya
Putrajaya,62668,WP Putrajaya
Putrajaya,62670,WP Putrajaya
Putrajaya,62676,WP Putrajaya
Putrajaya,62674,WP Putrajaya
Putrajaya,62675,WP Putrajaya
Putrajaya,62677,WP Putrajaya
Putrajaya,62686,WP Putrajaya
Putrajaya,62692,WP Putrajaya
Putrajaya,62988,WP Putrajaya
Cyberjaya,63000,Selangor
Cyberjaya,63100,Selangor
Cyberjaya,63200,Selangor
Cyberjaya,63300,Selangor
KLIA,64000,Selangor
Ampang,68000,Selangor
Batu Caves,68100,Selangor
Genting Highlands,69000,Pahang
Seremban,70000,Negeri Sembilan
Seremban,70100,Negeri Sembilan
Seremban,70200,Negeri Sembilan
Seremban,70300,Negeri Sembilan
Seremban,70300,Negeri Sembilan 
Seremban,70400,Negeri Sembilan
Seremban,70450,Negeri Sembilan
Seremban ,70450,Negeri Sembilan
Seremban,70503,Negeri Sembilan
Seremban,70500,Negeri Sembilan
Seremban,70502,Negeri Sembilan
Seremban,70504,Negeri Sembilan
Seremban,70512,Negeri Sembilan
Seremban,70508,Negeri Sembilan
Seremban,70505,Negeri Sembilan
Seremban,70506,Negeri Sembilan
Seremban,70517,Negeri Sembilan
Seremban,70516,Negeri Sembilan
Seremban,70518,Negeri Sembilan
Seremban,70532,Negeri Sembilan
Seremban,70540,Negeri Sembilan
Seremban,70534,Negeri Sembilan
Seremban,70536,Negeri Sembilan
Seremban,70546,Negeri Sembilan
Seremban,70550,Negeri Sembilan
Seremban,70548,Negeri Sembilan
Seremban,70551,Negeri Sembilan
Seremban,70560,Negeri Sembilan
Seremban,70570,Negeri Sembilan
Seremban,70576,Negeri Sembilan
Seremban,70572,Negeri Sembilan
Seremban,70558,Negeri Sembilan
Seremban,70578,Negeri Sembilan
Seremban,70564,Negeri Sembilan
Seremban,70586,Negeri Sembilan
Seremban,70594,Negeri Sembilan
Seremban,70596,Negeri Sembilan
Seremban,70582,Negeri Sembilan
Seremban,70592,Negeri Sembilan
Seremban,70590,Negeri Sembilan
Seremban,70600,Negeri Sembilan
Seremban,70610,Negeri Sembilan
Seremban,70609,Negeri Sembilan
Seremban,70604,Negeri Sembilan
Seremban,70606,Negeri Sembilan
Seremban,70608,Negeri Sembilan
Seremban,70620,Negeri Sembilan
Seremban,70628,Negeri Sembilan
Seremban,70626,Negeri Sembilan
Seremban,70632,Negeri Sembilan
Seremban,70634,Negeri Sembilan
Seremban,70646,Negeri Sembilan
Seremban,70644,Negeri Sembilan
Seremban,70648,Negeri Sembilan
Seremban,70658,Negeri Sembilan
Seremban,70664,Negeri Sembilan
Seremban,70670,Negeri Sembilan
Seremban,70672,Negeri Sembilan
Seremban,70676,Negeri Sembilan
Seremban,70673,Negeri Sembilan
Seremban,70674,Negeri Sembilan
Seremban,70690,Negeri Sembilan
Seremban,70700,Negeri Sembilan
Seremban,70710,Negeri Sembilan
Seremban,70720,Negeri Sembilan
Seremban,70740,Negeri Sembilan
Seremban,70730,Negeri Sembilan
Seremban,70750,Negeri Sembilan
Seremban,70990,Negeri Sembilan
Port Dickson,71000,Negeri Sembilan
Port Dickson,71007,Negeri Sembilan
Port Dickson,71009,Negeri Sembilan
Port Dickson,71010,Negeri Sembilan
Si Rusa,71050,Negeri Sembilan
Si Rusa,71059,Negeri Sembilan
Rantau,71100,Negeri Sembilan
Rantau,71109,Negeri Sembilan
Linggi,71150,Negeri Sembilan
Linggi,71159,Negeri Sembilan
Rantau,71200,Negeri Sembilan
Rantau,71209,Negeri Sembilan
Si Rusa,71250,Negeri Sembilan
Si Rusa,71259,Negeri Sembilan
Rembau,71300,Negeri Sembilan
Rembau,71309,Negeri Sembilan
Kota,71350,Negeri Sembilan
Kota,71359,Negeri Sembilan
Rembau,71400,Negeri Sembilan
Rembau,71409,Negeri Sembilan
Seremban,71450,Negeri Sembilan
Seremban,71459,Negeri Sembilan
Tanjong Ipoh,71500,Negeri Sembilan
Tanjong Ipoh,71509,Negeri Sembilan
Tanjong Ipoh,71550,Negeri Sembilan
Tanjong Ipoh,71559,Negeri Sembilan
Kuala Klawang,71600,Negeri Sembilan
Kuala Klawang,71609,Negeri Sembilan
Kuala Klawang,71650,Negeri Sembilan
Kuala Klawang,71659,Negeri Sembilan
Mantin,71709,Negeri Sembilan
Mantin,71707,Negeri Sembilan
Mantin,71700,Negeri Sembilan
Mantin,71750,Negeri Sembilan
Mantin,71759,Negeri Sembilan
Bandar Enstek,71760,Negeri Sembilan
Seremban,71770,Negeri Sembilan
Nilai,71800,Negeri Sembilan
Niai,71800,Negeri Sembilan
Nilai ,71800,Negeri Sembilan
Nilai,71807,Negeri Sembilan
Nilai,71809,Negeri Sembilan
Labu,71907,Negeri Sembilan
Labu,71909,Negeri Sembilan
Labu,71900,Negeri Sembilan
Seremban,71950,Negeri Sembilan
Port Dickson,71960,Negeri Sembilan
Kuala Pilah,72007,Negeri Sembilan
Kuala Pilah,72000,Negeri Sembilan
Kuala Pilah,72009,Negeri Sembilan
Bahau,72100,Negeri Sembilan
Bahau,72107,Negeri Sembilan
Bahau,72109,Negeri Sembilan
Bandar Seri Jempol,72120,Negeri Sembilan
Bandar Seri Jempol,72129,Negeri Sembilan
Bandar Seri Jempol,72127,Negeri Sembilan
Batu Kikir,72207,Negeri Sembilan
Batu Kikir,72209,Negeri Sembilan
Batu Kikir,72200,Negeri Sembilan
Simpang Pertang,72300,Negeri Sembilan
Simpang Pertang,72309,Negeri Sembilan
Simpang Pertang,72307,Negeri Sembilan
Simpang Durian,72400,Negeri Sembilan
Simpang Durian,72409,Negeri Sembilan
Kuala Pilah,72500,Negeri Sembilan
Kuala Pilah,72507,Negeri Sembilan
Kuala Pilah,72509,Negeri Sembilan
Tampin,73000,Negeri Sembilan
Tampin,73007,Negeri Sembilan
Tampin,73009,Negeri Sembilan
Johol,73109,Negeri Sembilan
Johol,73100,Negeri Sembilan
Gemencheh,73200,Negeri Sembilan
Gemencheh,73207,Negeri Sembilan
Gemencheh,73209,Negeri Sembilan
Gemencheh,73300,Negeri Sembilan
Gemencheh,73309,Negeri Sembilan
Gemas,73409,Negeri Sembilan
Gemas,73400,Negeri Sembilan
Gemas,73420,Negeri Sembilan
Pusat  Bandar Palong,73430,Negeri Sembilan
Pusat  Bandar Palong,73440,Negeri Sembilan
Pusat  Bandar Palong,73450,Negeri Sembilan
Pusat  Bandar Palong,73460,Negeri Sembilan
Pusat  Bandar Palong,73470,Negeri Sembilan
Gemas,73480,Negeri Sembilan
Rompin,73500,Negeri Sembilan
Rompin,73507,Negeri Sembilan
Rompin,73509,Negeri Sembilan
Melaka,75000,Melaka
Melaka,75050,Melaka
Melaka,75100,Melaka
Melaka,75150,Melaka
Melaka ,75150,Melaka
Melaka,75200,Melaka
,00nan,
75200,Melaka,
Melaka,75250,Melaka
Melaka,75260,Melaka
Melaka,75300,Melaka
Melaka,75350,Melaka
Melaka,75400,Melaka
Ayer Keroh,75450,Melaka
Melaka,75460,Melaka
Melaka,75500,Melaka
Melaka,75502,Melaka
Melaka,75503,Melaka
Melaka,75504,Melaka
Melaka,75505,Melaka
Melaka,75506,Melaka
Melaka,75508,Melaka
Melaka,75510,Melaka
Melaka,75512,Melaka
Melaka,75518,Melaka
Melaka,75514,Melaka
Melaka,75519,Melaka
Melaka,75517,Melaka
Melaka,75516,Melaka
Melaka,75538,Melaka
Melaka,75536,Melaka
Melaka,75532,Melaka
Melaka,75546,Melaka
Melaka,75542,Melaka
Melaka,75540,Melaka
Melaka,75564,Melaka
Melaka,75552,Melaka
Melaka,75550,Melaka
Melaka,75551,Melaka
Melaka,75560,Melaka
Melaka,75566,Melaka
Melaka,75570,Melaka
Melaka,75572,Melaka
Melaka,75576,Melaka
Melaka,75578,Melaka
Melaka,75582,Melaka
Melaka,75584,Melaka
Melaka,75586,Melaka
Melaka,75594,Melaka
Melaka,75600,Melaka
Melaka,75596,Melaka
Melaka,75604,Melaka
Melaka,75592,Melaka
Melaka,75590,Melaka
Melaka,75609,Melaka
Melaka,75610,Melaka
Melaka,75608,Melaka
